,Unnamed: 0,event.start,event.end,@timestamp,agent.ephemeral_id,destination.bytes,destination.ip,destination.mac,destination.packets,destination.port,event.duration,event.type,flow.final,flow.id,host.ip,host.mac,network.bytes,network.community_id,network.packets,network.transport,network.type,source.bytes,source.ip,source.mac,source.packets,source.port,Binary
843,117,53,50,1,0,0,0,0,0,103,0,0,0,11,1,1,0,1,0,0,0,0,0,0,0,506,1
844,596,153,148,29,0,1,0,0,1,23,100,0,0,137,1,1,1,29,1,0,0,0,0,0,0,135,0
845,596,153,148,29,0,1,0,0,1,144,95,0,0,137,1,1,1,29,1,0,0,0,0,0,0,151,0
846,98,48,45,2,0,0,0,0,0,98,0,0,0,132,1,1,0,4,0,0,0,0,0,0,0,105,1
847,287,89,84,3,0,0,0,0,0,139,0,0,0,3,1,1,0,79,0,0,0,0,0,0,0,398,1
848,596,153,148,29,0,1,0,0,1,334,211,0,0,137,1,1,1,29,1,0,0,0,0,0,0,585,0
849,215,72,68,5,0,0,0,0,0,122,0,0,0,49,1,1,0,149,0,0,0,0,0,0,0,19,1
850,596,153,148,29,0,1,0,0,1,74,195,0,0,137,1,1,1,29,1,0,0,0,0,0,0,530,0
851,324,96,91,5,0,0,0,0,0,146,0,0,0,100,1,1,0,141,0,0,0,0,0,0,0,22,1
852,202,70,66,2,0,0,0,0,0,120,0,0,0,92,1,1,0,73,0,0,0,0,0,0,0,331,1
853,78,43,41,3,0,0,0,0,0,93,0,1,1,87,1,1,0,62,0,0,0,0,0,0,0,597,1
854,596,153,148,29,0,1,0,0,1,301,33,0,0,137,1,1,1,29,1,0,0,0,0,0,0,422,0
855,596,153,148,29,0,1,0,0,1,174,72,0,0,137,1,1,1,29,1,0,0,0,0,0,0,288,0
856,9,9,8,0,0,0,0,0,0,59,0,1,1,88,1,1,0,131,0,0,0,0,0,0,0,317,1
857,596,153,148,29,0,1,0,0,1,250,93,0,0,137,1,1,1,29,1,0,0,0,0,0,0,44,0
858,596,153,148,29,0,1,0,0,1,208,194,0,0,137,1,1,1,29,1,0,0,0,0,0,0,586,0
859,109,51,48,2,0,0,0,0,0,101,0,0,0,108,1,1,0,58,0,0,0,0,0,0,0,551,1
860,596,153,148,29,0,1,0,0,1,112,60,0,0,137,1,1,1,29,1,0,0,0,0,0,0,256,0
861,206,71,67,3,0,0,0,0,0,121,0,0,0,83,1,1,0,48,0,0,0,0,0,0,0,421,1
862,596,153,148,29,0,1,0,0,1,336,1,0,0,137,1,1,1,29,1,0,0,0,0,0,0,290,0
863,596,153,148,29,0,1,0,0,1,125,107,0,0,137,1,1,1,29,1,0,0,0,0,0,0,433,0
864,584,147,142,29,0,0,0,0,0,4,0,0,0,13,1,1,0,9,0,0,0,0,0,0,0,436,1
865,596,153,148,29,0,1,0,0,1,25,66,0,0,137,1,1,1,29,1,0,0,0,0,0,0,40,0
866,351,102,96,6,0,0,0,0,0,152,0,0,0,89,1,1,0,22,0,0,0,0,0,0,0,354,1
867,360,104,98,7,0,0,0,0,0,154,0,0,0,75,1,1,0,100,0,0,0,0,0,0,0,574,1
868,4,4,3,0,0,0,0,0,0,54,0,1,1,78,1,1,0,32,0,0,0,0,0,0,0,243,1
869,397,115,109,6,0,0,0,0,0,165,0,0,0,104,1,1,0,80,0,0,0,0,0,0,0,377,1
870,596,153,148,29,0,1,0,0,1,201,231,0,0,137,1,1,1,29,1,0,0,0,0,0,0,543,0
871,245,78,74,5,0,0,0,0,0,128,0,0,0,33,1,1,0,5,0,0,0,0,0,0,0,192,1
872,596,153,148,29,0,1,0,0,1,359,84,0,0,137,1,1,1,29,1,0,0,0,0,0,0,269,0
873,86,45,43,1,0,0,0,0,0,95,9,0,0,141,1,1,2,145,1,0,0,1,0,0,1,82,1
874,596,153,148,29,0,1,0,0,1,398,71,0,0,137,1,1,1,29,1,0,0,0,0,0,0,10,0
875,445,130,123,15,0,0,0,0,0,2,0,0,0,105,1,1,0,59,0,0,0,0,0,0,0,52,1
876,596,153,148,29,0,1,0,0,1,340,77,0,0,137,1,1,1,29,1,0,0,0,0,0,0,85,0
877,596,153,148,29,0,1,0,0,1,16,119,0,0,137,1,1,1,29,1,0,0,0,0,0,0,215,0
878,530,140,133,16,0,0,0,0,0,12,0,1,1,5,1,1,0,150,0,0,0,0,0,0,0,316,1
879,381,110,104,6,0,0,0,0,0,160,0,0,0,118,1,1,0,40,0,0,0,0,0,0,0,55,1
880,596,153,148,29,0,1,0,0,1,372,91,0,0,137,1,1,1,29,1,0,0,0,0,0,0,214,0
881,156,62,58,4,0,0,0,0,0,112,0,0,0,36,1,1,0,37,0,0,0,0,0,0,0,280,1
882,307,93,88,4,0,0,0,0,0,143,0,0,0,142,1,1,0,78,0,0,0,0,0,0,0,121,1
883,315,94,89,8,0,0,0,0,0,144,0,0,0,51,1,1,0,128,0,0,0,0,0,0,0,37,1
884,107,50,47,0,0,0,0,0,0,100,0,0,0,119,1,1,0,47,0,0,0,0,0,0,0,278,1
885,80,43,41,1,0,0,0,0,0,93,0,0,0,87,1,1,0,62,0,0,0,0,0,0,0,597,1
886,158,62,58,1,0,0,0,0,0,112,0,0,0,36,1,1,0,37,0,0,0,0,0,0,0,280,1
887,596,153,148,29,0,1,0,0,1,218,102,0,0,137,1,1,1,29,1,0,0,0,0,0,0,498,0
888,75,42,40,1,0,0,0,0,0,92,0,0,0,28,1,1,0,107,0,0,0,0,0,0,0,314,1
889,596,153,148,29,0,1,0,0,1,95,199,0,0,137,1,1,1,29,1,0,0,0,0,0,0,500,0
890,596,153,148,29,0,1,0,0,1,262,156,0,0,137,1,1,1,29,1,0,0,0,0,0,0,84,0
891,457,131,124,12,0,0,0,0,0,3,0,0,0,39,1,1,0,137,0,0,0,0,0,0,0,572,1
892,110,51,48,0,0,0,0,0,0,101,0,0,0,108,1,1,0,58,0,0,0,0,0,0,0,551,1
893,167,64,60,2,0,0,0,0,0,114,0,0,0,103,1,1,0,113,0,0,0,0,0,0,0,163,1
894,596,153,148,29,0,1,0,0,1,46,174,0,0,137,1,1,1,29,1,0,0,0,0,0,0,74,0
895,596,153,148,29,0,1,0,0,1,142,85,0,0,137,1,1,1,29,1,0,0,0,0,0,0,195,0
896,84,44,42,3,0,0,0,0,0,94,0,1,1,149,1,1,0,121,0,0,0,0,0,0,0,452,1
897,596,153,148,29,0,1,0,0,1,245,76,0,0,137,1,1,1,29,1,0,0,0,0,0,0,341,0
898,223,74,70,3,0,0,0,0,0,124,0,0,0,126,1,1,0,68,0,0,0,0,0,0,0,482,1
899,434,129,122,12,0,0,0,0,0,1,0,0,0,37,1,1,0,34,0,0,0,0,0,0,0,555,1
900,225,74,70,4,0,0,0,0,0,124,0,0,0,126,1,1,0,68,0,0,0,0,0,0,0,482,1
901,551,142,134,15,0,0,0,0,0,14,0,0,0,8,1,1,0,21,0,0,0,0,0,0,0,356,1
902,353,103,97,7,0,0,0,0,0,153,0,0,0,31,1,1,0,54,0,0,0,0,0,0,0,456,1
903,42,34,33,2,0,0,0,0,0,84,0,0,0,62,1,1,0,50,0,0,0,0,0,0,0,438,1
904,565,143,138,23,0,0,0,0,0,0,122,0,0,122,1,1,8,90,5,0,0,6,0,0,5,24,1
905,314,94,89,5,0,0,0,0,0,144,0,0,0,51,1,1,0,128,0,0,0,0,0,0,0,37,1
906,596,153,148,29,0,1,0,0,1,72,170,0,0,137,1,1,1,29,1,0,0,0,0,0,0,348,0
907,50,36,34,0,0,0,0,0,0,86,0,0,0,27,1,1,0,45,0,0,0,0,0,0,0,237,1
908,596,153,148,29,0,1,0,0,1,133,70,0,0,137,1,1,1,29,1,0,0,0,0,0,0,474,0
909,207,71,67,6,0,0,0,0,0,121,0,1,1,83,1,1,0,48,0,0,0,0,0,0,0,421,1
910,596,153,148,29,0,1,0,0,1,139,157,0,0,137,1,1,1,29,1,0,0,0,0,0,0,515,0
911,157,62,58,2,0,0,0,0,0,112,0,0,0,36,1,1,0,37,0,0,0,0,0,0,0,280,1
912,596,153,148,29,0,1,0,0,1,454,20,0,0,137,1,1,1,29,1,0,0,0,0,0,0,190,0
913,533,140,133,14,0,0,0,0,0,12,0,0,0,5,1,1,0,150,0,0,0,0,0,0,0,316,1
914,73,42,40,3,0,0,0,0,0,92,0,1,1,28,1,1,0,107,0,0,0,0,0,0,0,314,1
915,318,95,90,4,0,0,0,0,0,145,0,0,0,32,1,1,0,92,0,0,0,0,0,0,0,484,1
916,298,91,86,7,0,0,0,0,0,141,0,0,0,148,1,1,0,93,0,0,0,0,0,0,0,101,1
917,262,82,78,6,0,0,0,0,0,132,0,1,1,21,1,1,0,0,0,0,0,0,0,0,0,21,1
918,596,153,148,29,0,1,0,0,1,376,64,0,0,137,1,1,1,29,1,0,0,0,0,0,0,111,0
919,193,68,64,5,0,0,0,0,0,118,0,0,0,57,1,1,0,20,0,0,0,0,0,0,0,239,1
920,327,97,92,5,0,0,0,0,0,147,0,0,0,43,1,1,0,61,0,0,0,0,0,0,0,120,0
921,596,153,148,29,0,1,0,0,1,232,133,0,0,137,1,1,1,29,1,0,0,0,0,0,0,208,0
922,596,153,148,29,0,1,0,0,1,453,22,0,0,137,1,1,1,29,1,0,0,0,0,0,0,471,0
923,103,49,46,1,0,0,0,0,0,99,0,0,0,53,1,1,0,104,0,0,0,0,0,0,0,457,1
924,82,44,42,2,0,0,0,0,0,94,0,0,0,149,1,1,0,121,0,0,0,0,0,0,0,452,1
925,596,153,148,29,0,1,0,0,1,404,162,0,0,137,1,1,1,29,1,0,0,0,0,0,0,394,0
926,17,17,16,0,0,0,0,0,0,67,0,1,1,60,1,1,0,28,0,0,0,0,0,0,0,400,1
927,596,153,148,29,0,1,0,0,1,305,133,0,0,137,1,1,1,29,1,0,0,0,0,0,0,362,0
928,436,129,122,16,0,0,0,0,0,1,0,1,1,37,1,1,0,34,0,0,0,0,0,0,0,555,1
929,596,153,148,29,0,1,0,0,1,85,178,0,0,137,1,1,1,29,1,0,0,0,0,0,0,272,0
930,596,153,148,29,0,1,0,0,1,251,138,0,0,137,1,1,1,29,1,0,0,0,0,0,0,33,0
931,361,105,99,5,0,0,0,0,0,155,0,0,0,91,1,1,0,65,0,0,0,0,0,0,0,508,0
932,596,153,148,29,0,1,0,0,1,368,72,0,0,137,1,1,1,29,1,0,0,0,0,0,0,227,0
933,23,23,22,0,0,0,0,0,0,73,0,1,1,63,1,1,0,124,0,0,0,0,0,0,0,6,1
934,58,38,36,2,0,0,0,0,0,88,0,0,0,134,1,1,0,110,0,0,0,0,0,0,0,39,1
935,121,54,51,3,0,0,0,0,0,104,0,1,1,80,1,1,0,152,0,0,0,0,0,0,0,439,1
936,296,91,86,4,0,0,0,0,0,141,0,0,0,148,1,1,0,93,0,0,0,0,0,0,0,101,1
937,596,153,148,29,0,1,0,0,1,338,80,0,0,137,1,1,1,29,1,0,0,0,0,0,0,537,0
938,385,111,105,8,0,0,0,0,0,161,0,0,0,101,1,1,0,23,0,0,0,0,0,0,0,455,1
939,134,57,54,1,0,0,0,0,0,107,0,0,0,65,1,1,0,133,0,0,0,0,0,0,0,240,1
940,596,153,148,29,0,1,0,0,1,359,84,0,0,137,1,1,1,29,1,0,0,0,0,0,0,269,0
941,596,153,148,29,0,1,0,0,1,129,90,0,0,137,1,1,1,29,1,0,0,0,0,0,0,60,0
942,124,54,51,1,0,0,0,0,0,104,0,0,0,80,1,1,0,152,0,0,0,0,0,0,0,439,1
943,596,153,148,29,0,1,0,0,1,296,34,0,0,137,1,1,1,29,1,0,0,0,0,0,0,275,0
944,347,101,95,7,0,0,0,0,0,151,0,0,0,26,1,1,0,114,0,0,0,0,0,0,0,553,1
945,26,26,25,0,1,2,0,0,2,76,50,0,0,153,0,0,4,151,4,0,0,2,0,0,2,335,0
946,596,153,148,29,0,1,0,0,1,394,123,0,0,137,1,1,1,29,1,0,0,0,0,0,0,466,0
947,596,153,148,29,0,1,0,0,1,172,73,0,0,137,1,1,1,29,1,0,0,0,0,0,0,407,0
948,127,55,52,1,0,0,0,0,0,105,0,0,0,152,1,1,0,87,0,0,0,0,0,0,0,557,1
949,596,153,148,29,0,1,0,0,1,285,86,0,0,137,1,1,1,29,1,0,0,0,0,0,0,270,0
950,396,115,109,8,0,0,0,0,0,165,0,0,0,104,1,1,0,80,0,0,0,0,0,0,0,377,1
951,239,77,73,2,0,0,0,0,0,127,0,0,0,107,1,1,0,49,0,0,0,0,0,0,0,276,1
952,596,153,148,29,0,1,0,0,1,335,68,0,0,137,1,1,1,29,1,0,0,0,0,0,0,511,0
953,596,153,148,29,0,1,0,0,1,206,112,0,0,137,1,1,1,29,1,0,0,0,0,0,0,391,0
954,28,28,27,0,0,0,0,0,0,78,0,1,1,48,1,1,0,112,0,0,0,0,0,0,0,596,1
955,596,153,148,29,0,1,0,0,1,313,222,0,0,137,1,1,1,29,1,0,0,0,0,0,0,594,0
956,596,153,148,29,0,1,0,0,1,456,23,0,0,137,1,1,1,29,1,0,0,0,0,0,0,582,0
957,379,109,103,5,0,0,0,0,0,159,0,0,0,71,1,1,0,139,0,0,0,0,0,0,0,527,1
958,596,153,148,29,0,1,0,0,1,22,132,0,0,137,1,1,1,29,1,0,0,0,0,0,0,344,0
959,79,43,41,2,0,0,0,0,0,93,0,0,0,87,1,1,0,62,0,0,0,0,0,0,0,597,0
960,455,131,124,16,0,0,0,0,0,3,0,1,1,39,1,1,0,137,0,0,0,0,0,0,0,572,1
961,593,152,147,29,0,0,0,0,0,9,0,0,0,144,1,1,0,35,0,0,0,0,0,0,0,107,1
962,596,153,148,29,0,1,0,0,1,44,124,0,0,137,1,1,1,29,1,0,0,0,0,0,0,180,0
963,25,25,24,0,0,0,0,0,0,75,0,1,1,110,1,1,0,96,0,0,0,0,0,0,0,123,1
964,596,153,148,29,0,1,0,0,1,298,196,0,0,137,1,1,1,29,1,0,0,0,0,0,0,71,0
965,361,105,99,5,0,0,0,0,0,155,0,0,0,91,1,1,0,65,0,0,0,0,0,0,0,508,1
966,596,153,148,29,0,1,0,0,1,408,206,0,0,137,1,1,1,29,1,0,0,0,0,0,0,191,0
967,555,143,138,26,0,0,0,0,0,0,122,0,0,122,1,1,8,90,5,0,0,6,0,0,5,24,1
968,43,34,33,0,0,0,0,0,0,84,0,0,0,62,1,1,0,50,0,0,0,0,0,0,0,438,1
969,596,153,148,29,0,1,0,0,1,166,82,0,0,137,1,1,1,29,1,0,0,0,0,0,0,224,0
970,97,48,45,3,0,0,0,0,0,98,0,1,1,132,1,1,0,4,0,0,0,0,0,0,0,105,1
971,596,153,148,29,0,1,0,0,1,121,64,0,0,137,1,1,1,29,1,0,0,0,0,0,0,248,0
972,106,50,47,2,0,0,0,0,0,100,0,0,0,119,1,1,0,47,0,0,0,0,0,0,0,278,1
973,547,142,134,13,0,0,0,0,0,14,0,0,0,8,1,1,0,21,0,0,0,0,0,0,0,356,1
974,441,129,122,13,0,0,0,0,0,1,0,0,0,37,1,1,0,34,0,0,0,0,0,0,0,555,1
975,532,140,133,15,0,0,0,0,0,12,0,0,0,5,1,1,0,150,0,0,0,0,0,0,0,316,1
976,596,153,148,29,0,1,0,0,1,182,62,0,0,137,1,1,1,29,1,0,0,0,0,0,0,245,0
977,90,46,43,3,0,0,0,0,0,96,0,1,1,73,1,1,0,95,0,0,0,0,0,0,0,79,1
978,424,126,119,8,0,0,0,0,0,176,0,0,0,99,1,1,0,31,0,0,0,0,0,0,0,54,1
979,141,60,56,5,0,0,0,0,0,110,0,0,0,138,1,1,0,106,0,0,0,0,0,0,0,480,1
980,596,153,148,29,0,1,0,0,1,238,141,0,0,137,1,1,1,29,1,0,0,0,0,0,0,441,0
981,85,45,43,0,0,0,0,0,0,95,9,0,0,141,1,1,2,145,1,0,0,1,0,0,1,82,1
982,596,153,148,29,0,1,0,0,1,235,102,0,0,137,1,1,1,29,1,0,0,0,0,0,0,188,0
983,596,153,148,29,0,1,0,0,1,243,71,0,0,137,1,1,1,29,1,0,0,0,0,0,0,25,0
984,207,71,67,6,0,0,0,0,0,121,0,1,1,83,1,1,0,48,0,0,0,0,0,0,0,421,1
985,579,145,140,29,0,0,0,0,0,2,0,0,0,115,1,1,0,76,0,0,0,0,0,0,0,53,1
986,596,153,148,29,0,1,0,0,1,221,147,0,0,137,1,1,1,29,1,0,0,0,0,0,0,184,0
987,596,153,148,29,0,1,0,0,1,253,76,0,0,137,1,1,1,29,1,0,0,0,0,0,0,469,1
988,400,116,110,8,0,0,0,0,0,166,0,0,0,7,1,1,0,14,0,0,0,0,0,0,0,236,1
989,580,145,140,29,0,0,0,0,0,2,0,0,0,115,1,1,0,76,0,0,0,0,0,0,0,53,1
990,596,153,148,29,0,1,0,0,1,68,181,0,0,137,1,1,1,29,1,0,0,0,0,0,0,327,0
991,596,153,148,29,0,1,0,0,1,282,57,0,0,137,1,1,1,29,1,0,0,0,0,0,0,124,0
992,596,153,148,29,0,1,0,0,1,42,135,0,0,137,1,1,1,29,1,0,0,0,0,0,0,92,0
993,596,153,148,29,0,1,0,0,1,233,25,0,0,137,1,1,1,29,1,0,0,0,0,0,0,253,0
994,596,153,148,29,0,1,0,0,1,101,218,0,0,137,1,1,1,29,1,0,0,0,0,0,0,132,0
995,596,153,148,29,0,1,0,0,1,374,60,0,0,137,1,1,1,29,1,0,0,0,0,0,0,229,0
996,465,132,125,15,0,0,0,0,0,4,0,0,0,10,1,1,0,82,0,0,0,0,0,0,0,435,1
997,563,143,138,24,0,0,0,0,0,0,122,0,0,122,1,1,8,90,5,0,0,6,0,0,5,24,1
998,596,153,148,29,0,1,0,0,1,167,74,0,0,137,1,1,1,29,1,0,0,0,0,0,0,521,0
999,544,141,134,13,0,0,0,0,0,13,14,0,0,70,1,1,2,132,1,0,0,1,0,0,1,481,1
1000,3,3,2,0,0,0,0,0,0,53,0,1,1,140,1,1,0,33,0,0,0,0,0,0,0,552,1
1001,596,153,148,29,0,1,0,0,1,109,78,0,0,137,1,1,1,29,1,0,0,0,0,0,0,3,0
1002,361,105,99,5,0,0,0,0,0,155,0,0,0,91,1,1,0,65,0,0,0,0,0,0,0,508,0
1003,537,141,134,15,0,0,0,0,0,13,14,0,0,70,1,1,2,132,1,0,0,1,0,0,1,481,1
1004,596,153,148,29,0,1,0,0,1,175,52,0,0,137,1,1,1,29,1,0,0,0,0,0,0,414,0
1005,596,153,148,29,0,1,0,0,1,234,140,0,0,137,1,1,1,29,1,0,0,0,0,0,0,496,0
1006,276,86,82,5,0,0,0,0,0,136,0,0,0,121,1,1,0,53,0,0,0,0,0,0,0,279,1
1007,113,52,49,1,0,0,0,0,0,102,0,0,0,4,1,1,0,77,0,0,0,0,0,0,0,56,1
1008,269,84,80,6,0,0,0,0,0,134,0,1,1,102,1,1,0,41,0,0,0,0,0,0,0,299,1
1009,294,90,85,8,0,0,0,0,0,140,0,0,0,22,1,1,0,118,0,0,0,0,0,0,0,77,1
1010,221,74,70,2,0,0,0,0,0,124,0,0,0,126,1,1,0,68,0,0,0,0,0,0,0,482,1
1011,596,153,148,29,0,1,0,0,1,173,163,0,0,137,1,1,1,29,1,0,0,0,0,0,0,403,0
1012,596,153,148,29,0,1,0,0,1,50,111,0,0,137,1,1,1,29,1,0,0,0,0,0,0,153,0
1013,596,153,148,29,0,1,0,0,1,308,114,0,0,137,1,1,1,29,1,0,0,0,0,0,0,41,0
1014,596,153,148,29,0,1,0,0,1,110,151,0,0,137,1,1,1,29,1,0,0,0,0,0,0,152,0
1015,337,99,94,6,0,0,0,0,0,149,0,0,0,82,1,1,0,99,0,0,0,0,0,0,0,376,1
1016,529,140,133,16,0,0,0,0,0,12,0,1,1,5,1,1,0,150,0,0,0,0,0,0,0,316,1
1017,104,49,46,2,0,0,0,0,0,99,0,0,0,53,1,1,0,104,0,0,0,0,0,0,0,457,1
1018,596,153,148,29,0,1,0,0,1,108,78,0,0,137,1,1,1,29,1,0,0,0,0,0,0,87,0
1019,596,153,148,29,0,1,0,0,1,415,177,0,0,137,1,1,1,29,1,0,0,0,0,0,0,343,0
1020,423,126,119,7,0,0,0,0,0,176,0,0,0,99,1,1,0,31,0,0,0,0,0,0,0,54,0
1021,502,136,129,13,0,0,0,0,0,8,0,0,0,58,1,1,0,144,0,0,0,0,0,0,0,102,1
1022,596,153,148,29,0,1,0,0,1,45,112,0,0,137,1,1,1,29,1,0,0,0,0,0,0,517,0
1023,305,92,87,6,0,0,0,0,0,142,0,0,0,17,1,1,0,153,0,0,0,0,0,0,0,575,1
1024,418,123,117,7,0,0,0,0,0,173,13,0,0,55,1,1,2,15,1,0,0,1,0,0,1,194,1
1025,596,153,148,29,0,1,0,0,1,379,101,0,0,137,1,1,1,29,1,0,0,0,0,0,0,221,0
1026,596,153,148,29,0,1,0,0,1,90,177,0,0,137,1,1,1,29,1,0,0,0,0,0,0,234,0
1027,596,153,148,29,0,1,0,0,1,214,117,0,0,137,1,1,1,29,1,0,0,0,0,0,0,522,0
1028,351,102,96,6,0,0,0,0,0,152,0,0,0,89,1,1,0,22,0,0,0,0,0,0,0,354,1
1029,596,153,148,29,0,1,0,0,1,130,216,0,0,137,1,1,1,29,1,0,0,0,0,0,0,386,0
1030,176,65,61,5,0,0,0,0,0,115,0,0,0,98,1,1,0,55,0,0,0,0,0,0,0,217,1
1031,596,153,148,29,0,1,0,0,1,300,223,0,0,137,1,1,1,29,1,0,0,0,0,0,0,83,0
1032,596,153,148,29,0,1,0,0,1,78,173,0,0,137,1,1,1,29,1,0,0,0,0,0,0,177,0
1033,112,51,48,3,0,0,0,0,0,101,0,1,1,108,1,1,0,58,0,0,0,0,0,0,0,551,1
1034,596,153,148,29,0,1,0,0,1,283,132,0,0,137,1,1,1,29,1,0,0,0,0,0,0,353,0
1035,199,69,65,1,0,0,0,0,0,119,0,0,0,74,1,1,0,64,0,0,0,0,0,0,0,355,1
1036,226,75,71,3,0,0,0,0,0,125,0,0,0,64,1,1,0,109,0,0,0,0,0,0,0,145,1
1037,392,113,107,7,0,0,0,0,0,163,0,0,0,15,1,1,0,8,0,0,0,0,0,0,0,554,0
1038,596,153,148,29,0,1,0,0,1,162,61,0,0,137,1,1,1,29,1,0,0,0,0,0,0,201,0
1039,306,93,88,5,0,0,0,0,0,143,0,0,0,142,1,1,0,78,0,0,0,0,0,0,0,121,1
1040,177,66,62,6,0,0,0,0,0,116,0,1,1,35,1,1,0,69,0,0,0,0,0,0,0,300,1
1041,162,63,59,6,0,0,0,0,0,113,0,1,1,20,1,1,0,140,0,0,0,0,0,0,0,485,1
1042,335,98,93,4,0,0,0,0,0,148,0,0,0,125,1,1,0,17,0,0,0,0,0,0,0,20,1
1043,464,132,125,16,0,0,0,0,0,4,0,1,1,10,1,1,0,82,0,0,0,0,0,0,0,435,1
1044,596,153,148,29,0,1,0,0,1,306,157,0,0,137,1,1,1,29,1,0,0,0,0,0,0,261,0
1045,596,153,148,29,0,1,0,0,1,343,58,0,0,137,1,1,1,29,1,0,0,0,0,0,0,588,0
1046,234,76,72,6,0,0,0,0,0,126,0,1,1,135,1,1,0,85,0,0,0,0,0,0,0,119,1
1047,325,96,91,7,0,0,0,0,0,146,0,0,0,100,1,1,0,141,0,0,0,0,0,0,0,22,1
1048,203,70,66,6,0,0,0,0,0,120,0,1,1,92,1,1,0,73,0,0,0,0,0,0,0,331,1
1049,590,150,145,29,0,0,0,0,0,7,0,0,0,0,1,1,0,125,0,0,0,0,0,0,0,381,1
1050,2,2,2,0,0,0,0,0,0,52,12,1,1,68,1,1,2,39,1,0,0,1,0,0,1,486,1
1051,596,153,148,29,0,1,0,0,1,364,75,0,0,137,1,1,1,29,1,0,0,0,0,0,0,109,0
1052,594,152,147,29,0,0,0,0,0,9,0,0,0,144,1,1,0,35,0,0,0,0,0,0,0,107,1
1053,596,153,148,29,0,1,0,0,1,425,138,0,0,137,1,1,1,29,1,0,0,0,0,0,0,424,0
