,Unnamed: 0,destination.bytes,destination.packets,event.duration,network.bytes,network.packets,source.bytes,source.packets,Binary
846,179,0,0,0.0,74,1,74,1,1
847,373,0,0,0.0,74,1,74,1,1
848,794,56,1,8480.0,132,2,74,1,0
849,296,0,0,0.0,74,1,74,1,1
850,794,56,1,8080.0,132,2,74,1,0
851,410,0,0,0.0,74,1,74,1,1
852,283,0,0,0.0,74,1,74,1,1
853,159,0,0,0.0,74,1,74,1,1
854,794,56,1,14860.0,132,2,74,1,0
855,794,56,1,6300.0,132,2,74,1,0
856,75,0,0,0.0,74,1,74,1,1
857,794,56,1,6510.0,132,2,74,1,0
858,794,56,1,8070.0,132,2,74,1,0
859,190,0,0,0.0,74,1,74,1,1
860,794,56,1,6210.0,132,2,74,1,0
861,287,0,0,0.0,74,1,74,1,1
862,794,56,1,10040.0,132,2,74,1,0
863,794,56,1,6680.0,132,2,74,1,0
864,782,0,0,0.0,74,1,74,1,1
865,794,56,1,6260.0,132,2,74,1,0
866,437,0,0,0.0,74,1,74,1,1
867,446,0,0,0.0,74,1,74,1,1
868,70,0,0,0.0,74,1,74,1,1
869,483,0,0,0.0,74,1,74,1,1
870,794,56,1,9220.0,132,2,74,1,0
871,331,0,0,0.0,74,1,74,1,1
872,794,56,1,6420.0,132,2,74,1,0
873,167,0,0,1021578700.0,148,2,148,2,1
874,794,56,1,6290.0,132,2,74,1,0
875,565,0,0,0.0,74,1,74,1,1
876,794,56,1,6350.0,132,2,74,1,0
877,794,56,1,6970.0,132,2,74,1,0
878,650,0,0,0.0,74,1,74,1,1
879,467,0,0,0.0,74,1,74,1,1
880,794,56,1,6490.0,132,2,74,1,0
881,237,0,0,0.0,74,1,74,1,1
882,393,0,0,0.0,74,1,74,1,1
883,401,0,0,0.0,74,1,74,1,1
884,188,0,0,0.0,74,1,74,1,1
885,161,0,0,0.0,74,1,74,1,1
886,239,0,0,0.0,74,1,74,1,1
887,794,56,1,6600.0,132,2,74,1,0
888,156,0,0,0.0,74,1,74,1,1
889,794,56,1,8150.0,132,2,74,1,0
890,794,56,1,7480.0,132,2,74,1,0
891,577,0,0,0.0,74,1,74,1,1
892,191,0,0,0.0,74,1,74,1,1
893,248,0,0,0.0,74,1,74,1,1
894,794,56,1,7850.0,132,2,74,1,0
895,794,56,1,6430.0,132,2,74,1,0
896,165,0,0,0.0,74,1,74,1,1
897,794,56,1,6340.0,132,2,74,1,0
898,304,0,0,0.0,74,1,74,1,1
899,554,0,0,0.0,74,1,74,1,1
900,306,0,0,0.0,74,1,74,1,1
901,671,0,0,0.0,74,1,74,1,1
902,439,0,0,0.0,74,1,74,1,1
903,123,0,0,0.0,74,1,74,1,1
904,727,0,0,64707347900.0,518,7,518,7,1
905,400,0,0,0.0,74,1,74,1,1
906,794,56,1,7750.0,132,2,74,1,0
907,131,0,0,0.0,74,1,74,1,1
908,794,56,1,6289.0,132,2,74,1,0
909,288,0,0,0.0,74,1,74,1,1
910,794,56,1,7490.0,132,2,74,1,0
911,238,0,0,0.0,74,1,74,1,1
912,794,56,1,11450.0,132,2,74,1,0
913,653,0,0,0.0,74,1,74,1,1
914,154,0,0,0.0,74,1,74,1,1
915,404,0,0,0.0,74,1,74,1,1
916,384,0,0,0.0,74,1,74,1,1
917,348,0,0,0.0,74,1,74,1,1
918,794,56,1,6240.0,132,2,74,1,0
919,274,0,0,0.0,74,1,74,1,1
920,413,0,0,0.0,74,1,74,1,0
921,794,56,1,7140.0,132,2,74,1,0
922,794,56,1,11830.0,132,2,74,1,0
923,184,0,0,0.0,74,1,74,1,1
924,163,0,0,0.0,74,1,74,1,1
925,794,56,1,7590.0,132,2,74,1,0
926,85,0,0,0.0,74,1,74,1,1
927,794,56,1,7140.0,132,2,74,1,0
928,556,0,0,0.0,74,1,74,1,1
929,794,56,1,7900.0,132,2,74,1,0
930,794,56,1,7200.0,132,2,74,1,0
931,447,0,0,0.0,74,1,74,1,0
932,794,56,1,6300.0,132,2,74,1,0
933,91,0,0,0.0,74,1,74,1,1
934,139,0,0,0.0,74,1,74,1,1
935,202,0,0,0.0,74,1,74,1,1
936,382,0,0,0.0,74,1,74,1,1
937,794,56,1,6380.0,132,2,74,1,0
938,471,0,0,0.0,74,1,74,1,1
939,215,0,0,0.0,74,1,74,1,1
940,794,56,1,6420.0,132,2,74,1,0
941,794,56,1,6480.0,132,2,74,1,0
942,205,0,0,0.0,74,1,74,1,1
943,794,56,1,146100.0,132,2,74,1,0
944,433,0,0,0.0,74,1,74,1,1
945,94,116,2,507400.0,370,6,254,4,0
946,794,56,1,7000.0,132,2,74,1,0
947,794,56,1,6310.0,132,2,74,1,0
948,208,0,0,0.0,74,1,74,1,1
949,794,56,1,6440.0,132,2,74,1,0
950,482,0,0,0.0,74,1,74,1,1
951,325,0,0,0.0,74,1,74,1,1
952,794,56,1,6279.0,132,2,74,1,0
953,794,56,1,6800.0,132,2,74,1,0
954,100,0,0,0.0,74,1,74,1,1
955,794,56,1,8990.0,132,2,74,1,0
956,794,56,1,11840.0,132,2,74,1,0
957,465,0,0,0.0,74,1,74,1,1
958,794,56,1,7130.0,132,2,74,1,0
959,160,0,0,0.0,74,1,74,1,0
960,575,0,0,0.0,74,1,74,1,1
961,791,0,0,0.0,74,1,74,1,1
962,794,56,1,7010.0,132,2,74,1,0
963,93,0,0,0.0,74,1,74,1,1
964,794,56,1,8090.0,132,2,74,1,0
965,447,0,0,0.0,74,1,74,1,1
966,794,56,1,8320.0,132,2,74,1,0
967,717,0,0,64707347900.0,518,7,518,7,1
968,124,0,0,0.0,74,1,74,1,1
969,794,56,1,6400.0,132,2,74,1,0
970,178,0,0,0.0,74,1,74,1,1
971,794,56,1,6240.0,132,2,74,1,0
972,187,0,0,0.0,74,1,74,1,1
973,667,0,0,0.0,74,1,74,1,1
974,561,0,0,0.0,74,1,74,1,1
975,652,0,0,0.0,74,1,74,1,1
976,794,56,1,6230.0,132,2,74,1,0
977,171,0,0,0.0,74,1,74,1,1
978,510,0,0,0.0,74,1,74,1,1
979,222,0,0,0.0,74,1,74,1,1
980,794,56,1,7250.0,132,2,74,1,0
981,166,0,0,1021578700.0,148,2,148,2,1
982,794,56,1,6600.0,132,2,74,1,0
983,794,56,1,6290.0,132,2,74,1,0
984,288,0,0,0.0,74,1,74,1,1
985,777,0,0,0.0,74,1,74,1,1
986,794,56,1,7330.0,132,2,74,1,0
987,794,56,1,6340.0,132,2,74,1,1
988,486,0,0,0.0,74,1,74,1,1
989,778,0,0,0.0,74,1,74,1,1
990,794,56,1,7930.0,132,2,74,1,0
991,794,56,1,6180.0,132,2,74,1,0
992,794,56,1,7160.0,132,2,74,1,0
993,794,56,1,124652.0,132,2,74,1,0
994,794,56,1,8740.0,132,2,74,1,0
995,794,56,1,6210.0,132,2,74,1,0
996,585,0,0,0.0,74,1,74,1,1
997,725,0,0,64707347900.0,518,7,518,7,1
998,794,56,1,6320.0,132,2,74,1,0
999,664,0,0,1026257300.0,148,2,148,2,1
1000,69,0,0,0.0,74,1,74,1,1
1001,794,56,1,6360.0,132,2,74,1,0
1002,447,0,0,0.0,74,1,74,1,0
1003,657,0,0,1026257300.0,148,2,148,2,1
1004,794,56,1,6130.0,132,2,74,1,0
1005,794,56,1,7240.0,132,2,74,1,0
1006,362,0,0,0.0,74,1,74,1,1
1007,194,0,0,0.0,74,1,74,1,1
1008,355,0,0,0.0,74,1,74,1,1
1009,380,0,0,0.0,74,1,74,1,1
1010,302,0,0,0.0,74,1,74,1,1
1011,794,56,1,7630.0,132,2,74,1,0
1012,794,56,1,6770.0,132,2,74,1,0
1013,794,56,1,6850.0,132,2,74,1,0
1014,794,56,1,7400.0,132,2,74,1,0
1015,423,0,0,0.0,74,1,74,1,1
1016,649,0,0,0.0,74,1,74,1,1
1017,185,0,0,0.0,74,1,74,1,1
1018,794,56,1,6360.0,132,2,74,1,0
1019,794,56,1,7890.0,132,2,74,1,0
1020,509,0,0,0.0,74,1,74,1,0
1021,622,0,0,0.0,74,1,74,1,1
1022,794,56,1,6800.0,132,2,74,1,0
1023,391,0,0,0.0,74,1,74,1,1
1024,504,0,0,1026110400.0,148,2,148,2,1
1025,794,56,1,6590.0,132,2,74,1,0
1026,794,56,1,7890.0,132,2,74,1,0
1027,794,56,1,6930.0,132,2,74,1,0
1028,437,0,0,0.0,74,1,74,1,1
1029,794,56,1,8700.0,132,2,74,1,0
1030,257,0,0,0.0,74,1,74,1,1
1031,794,56,1,899719.0,132,2,74,1,0
1032,794,56,1,7810.0,132,2,74,1,0
1033,193,0,0,0.0,74,1,74,1,1
1034,794,56,1,7130.0,132,2,74,1,0
1035,280,0,0,0.0,74,1,74,1,1
1036,307,0,0,0.0,74,1,74,1,1
1037,478,0,0,0.0,74,1,74,1,0
1038,794,56,1,6220.0,132,2,74,1,0
1039,392,0,0,0.0,74,1,74,1,1
1040,258,0,0,0.0,74,1,74,1,1
1041,243,0,0,0.0,74,1,74,1,1
1042,421,0,0,0.0,74,1,74,1,1
1043,584,0,0,0.0,74,1,74,1,1
1044,794,56,1,7490.0,132,2,74,1,0
1045,794,56,1,6190.0,132,2,74,1,0
1046,315,0,0,0.0,74,1,74,1,1
1047,411,0,0,0.0,74,1,74,1,1
1048,284,0,0,0.0,74,1,74,1,1
1049,788,0,0,0.0,74,1,74,1,1
1050,68,0,0,1025934400.0,148,2,148,2,1
1051,794,56,1,6330.0,132,2,74,1,0
1052,792,0,0,0.0,74,1,74,1,1
1053,794,56,1,7200.0,132,2,74,1,0
1054,794,56,1,6880.0,132,2,74,1,0
1055,252,0,0,0.0,74,1,74,1,1
1056,794,56,1,9210.0,132,2,74,1,0
1057,131,0,0,0.0,74,1,74,1,1
1058,558,0,0,0.0,74,1,74,1,1
1059,501,0,0,0.0,74,1,74,1,1
1060,794,56,1,7060.0,132,2,74,1,0
1061,448,0,0,0.0,74,1,74,1,1
1062,458,0,0,0.0,74,1,74,1,1
1063,473,0,0,0.0,74,1,74,1,1
1064,602,0,0,0.0,74,1,74,1,1
1065,227,0,0,0.0,74,1,74,1,1
1066,352,0,0,0.0,74,1,74,1,1
1067,794,56,1,6660.0,132,2,74,1,0
1068,159,0,0,0.0,74,1,74,1,1
1069,605,0,0,0.0,74,1,74,1,1
1070,794,56,1,7300.0,132,2,74,1,0
1071,119,0,0,0.0,74,1,74,1,1
1072,414,0,0,0.0,74,1,74,1,1
1073,182,0,0,0.0,74,1,74,1,1
1074,440,0,0,0.0,74,1,74,1,1
1075,254,0,0,0.0,74,1,74,1,1
1076,312,0,0,0.0,74,1,74,1,1
1077,794,56,1,6630.0,132,2,74,1,0
1078,450,0,0,0.0,74,1,74,1,0
1079,135,0,0,0.0,74,1,74,1,1
1080,225,0,0,0.0,74,1,74,1,1
1081,359,0,0,0.0,74,1,74,1,1
1082,235,0,0,0.0,74,1,74,1,1
1083,138,0,0,0.0,74,1,74,1,0
1084,389,0,0,0.0,74,1,74,1,1
1085,265,0,0,0.0,74,1,74,1,1
1086,568,0,0,0.0,74,1,74,1,1
1087,94,116,2,507400.0,370,6,254,4,0
1088,73,0,0,0.0,74,1,74,1,1
1089,794,56,1,6940.0,132,2,74,1,0
1090,403,0,0,0.0,74,1,74,1,1
1091,794,56,1,104100.0,132,2,74,1,0
1092,794,56,1,8220.0,132,2,74,1,0
1093,656,0,0,0.0,74,1,74,1,1
1094,794,56,1,8020.0,132,2,74,1,0
1095,794,56,1,6770.0,132,2,74,1,0
1096,718,0,0,15330620200.0,370,5,370,5,1
1097,794,56,1,7710.0,132,2,74,1,0
1098,281,0,0,0.0,74,1,74,1,1
1099,90,0,0,0.0,74,1,74,1,1
1100,794,56,1,11480.0,132,2,74,1,0
1101,794,56,1,6180.0,132,2,74,1,0
1102,794,56,1,9330.0,132,2,74,1,0
1103,794,56,1,6380.0,132,2,74,1,0
1104,463,0,0,0.0,74,1,74,1,1
1105,781,0,0,0.0,74,1,74,1,1
1106,599,0,0,0.0,74,1,74,1,1
1107,794,56,1,6710.0,132,2,74,1,0
1108,337,0,0,0.0,74,1,74,1,1
1109,672,0,0,0.0,74,1,74,1,1
1110,332,0,0,0.0,74,1,74,1,1
1111,794,56,1,8610.0,132,2,74,1,0
1112,78,0,0,0.0,74,1,74,1,0
1113,298,0,0,0.0,74,1,74,1,1
1114,794,56,1,6210.0,132,2,74,1,0
1115,230,0,0,0.0,74,1,74,1,1
1116,662,0,0,1026257300.0,148,2,148,2,1
1117,373,0,0,0.0,74,1,74,1,1
1118,511,0,0,0.0,74,1,74,1,1
1119,794,56,1,6320.0,132,2,74,1,0
1120,794,56,1,6490.0,132,2,74,1,0
1121,794,56,1,7530.0,132,2,74,1,0
1122,586,0,0,0.0,74,1,74,1,1
1123,665,0,0,0.0,74,1,74,1,1
1124,794,56,1,6340.0,132,2,74,1,0
1125,794,56,1,6180.0,132,2,74,1,0
1126,794,56,1,6310.0,132,2,74,1,0
1127,459,0,0,0.0,74,1,74,1,1
1128,500,0,0,0.0,74,1,74,1,1
1129,794,56,1,6170.0,132,2,74,1,0
1130,794,56,1,7020.0,132,2,74,1,0
1131,429,0,0,1025743500.0,148,2,148,2,0
1132,100,0,0,0.0,74,1,74,1,1
1133,794,56,1,8220.0,132,2,74,1,0
1134,338,0,0,0.0,74,1,74,1,1
1135,94,116,2,507400.0,370,6,254,4,0
1136,440,0,0,0.0,74,1,74,1,0
1137,723,0,0,15330620200.0,370,5,370,5,1
1138,794,56,1,6200.0,132,2,74,1,0
1139,138,0,0,0.0,74,1,74,1,1
1140,397,0,0,0.0,74,1,74,1,1
1141,443,0,0,0.0,74,1,74,1,1
1142,255,0,0,0.0,74,1,74,1,1
1143,173,0,0,0.0,74,1,74,1,1
1144,787,0,0,0.0,74,1,74,1,1
1145,121,0,0,0.0,74,1,74,1,1
1146,647,0,0,0.0,74,1,74,1,1
1147,785,0,0,0.0,74,1,74,1,1
1148,794,56,1,6370.0,132,2,74,1,0
1149,397,0,0,0.0,74,1,74,1,1
1150,611,0,0,0.0,74,1,74,1,1
1151,450,0,0,0.0,74,1,74,1,1
1152,794,56,1,9180.0,132,2,74,1,0
1153,794,56,1,8300.0,132,2,74,1,0
1154,606,0,0,0.0,74,1,74,1,1
1155,468,0,0,0.0,74,1,74,1,1
1156,794,56,1,6360.0,132,2,74,1,0
1157,383,0,0,0.0,74,1,74,1,1
1158,379,0,0,0.0,74,1,74,1,1
1159,794,56,1,6270.0,132,2,74,1,0
1160,621,0,0,0.0,74,1,74,1,1
1161,228,0,0,0.0,74,1,74,1,1
1162,794,56,1,6490.0,132,2,74,1,0
1163,593,0,0,0.0,74,1,74,1,1
1164,510,0,0,0.0,74,1,74,1,1
1165,94,116,2,507400.0,370,6,254,4,0
1166,516,0,0,63780419600.0,518,7,518,7,1
1167,430,0,0,1025743500.0,148,2,148,2,1
1168,480,0,0,0.0,74,1,74,1,1
1169,779,0,0,0.0,74,1,74,1,1
1170,249,0,0,0.0,74,1,74,1,1
1171,794,56,1,10500.0,132,2,74,1,0
1172,794,56,1,6400.0,132,2,74,1,0
1173,143,0,0,0.0,74,1,74,1,1
1174,794,56,1,7200.0,132,2,74,1,0
1175,794,56,1,8240.0,132,2,74,1,0
1176,66,0,0,0.0,74,1,74,1,1
1177,487,0,0,0.0,74,1,74,1,1
1178,422,0,0,0.0,74,1,74,1,1
1179,152,0,0,0.0,74,1,74,1,1
1180,573,0,0,0.0,74,1,74,1,1
1181,333,0,0,0.0,74,1,74,1,1
1182,794,56,1,6140.0,132,2,74,1,0
1183,794,56,1,6350.0,132,2,74,1,0
1184,471,0,0,0.0,74,1,74,1,1
1185,455,0,0,0.0,74,1,74,1,1
1186,562,0,0,0.0,74,1,74,1,1
1187,794,56,1,6330.0,132,2,74,1,0
1188,794,56,1,6280.0,132,2,74,1,0
1189,212,0,0,0.0,74,1,74,1,1
1190,794,56,1,6340.0,132,2,74,1,0
1191,411,0,0,0.0,74,1,74,1,1
1192,794,56,1,6330.0,132,2,74,1,0
1193,794,56,1,6570.0,132,2,74,1,0
1194,794,56,1,8220.0,132,2,74,1,0
1195,794,56,1,7200.0,132,2,74,1,0
1196,794,56,1,6510.0,132,2,74,1,0
1197,110,0,0,0.0,74,1,74,1,1
1198,794,56,1,6350.0,132,2,74,1,0
1199,794,56,1,7740.0,132,2,74,1,0
1200,201,0,0,0.0,74,1,74,1,1
1201,794,56,1,13480.0,132,2,74,1,0
1202,620,0,0,0.0,74,1,74,1,1
1203,581,0,0,0.0,74,1,74,1,1
1204,791,0,0,0.0,74,1,74,1,0
1205,349,0,0,0.0,74,1,74,1,1
1206,293,0,0,0.0,74,1,74,1,1
1207,415,0,0,0.0,74,1,74,1,1
1208,426,0,0,0.0,74,1,74,1,1
1209,794,56,1,6640.0,132,2,74,1,0
1210,794,56,1,21780.0,132,2,74,1,0
1211,308,0,0,0.0,74,1,74,1,1
1212,387,0,0,0.0,74,1,74,1,1
1213,571,0,0,0.0,74,1,74,1,1
1214,141,0,0,0.0,74,1,74,1,1
1215,794,56,1,6310.0,132,2,74,1,0
1216,485,0,0,0.0,74,1,74,1,1
1217,398,0,0,0.0,74,1,74,1,1
1218,405,0,0,0.0,74,1,74,1,1
1219,385,0,0,0.0,74,1,74,1,1
1220,245,0,0,0.0,74,1,74,1,1
1221,585,0,0,0.0,74,1,74,1,1
1222,794,56,1,6520.0,132,2,74,1,1
1223,794,56,1,8200.0,132,2,74,1,0
1224,794,56,1,6280.0,132,2,74,1,1
1225,794,56,1,6340.0,132,2,74,1,1
1226,794,56,1,6330.0,132,2,74,1,1
1227,794,56,1,6570.0,132,2,74,1,1
1228,794,56,1,8220.0,132,2,74,1,1
1229,794,56,1,7200.0,132,2,74,1,1
1230,794,56,1,6510.0,132,2,74,1,1
1231,794,56,1,6350.0,132,2,74,1,1
1232,794,56,1,7740.0,132,2,74,1,1
1233,794,56,1,13480.0,132,2,74,1,1
1234,791,0,0,0.0,74,1,74,1,1
1235,794,56,1,6640.0,132,2,74,1,1
1236,794,56,1,21780.0,132,2,74,1,1
1237,794,56,1,6310.0,132,2,74,1,0
1238,794,56,1,8200.0,132,2,74,1,0
1239,794,56,1,8220.0,132,2,74,1,0
1240,794,56,1,7200.0,132,2,74,1,0
1241,794,56,1,6510.0,132,2,74,1,0
1242,794,56,1,6350.0,132,2,74,1,0
1243,794,56,1,7740.0,132,2,74,1,0
1244,794,56,1,13480.0,132,2,74,1,0
1245,791,0,0,0.0,74,1,74,1,0
1246,794,56,1,6640.0,132,2,74,1,0
1247,794,56,1,21780.0,132,2,74,1,0
1248,794,56,1,6310.0,132,2,74,1,0
1249,794,56,1,8200.0,132,2,74,1,0
1250,794,56,1,6280.0,132,2,74,1,1
1251,794,56,1,6340.0,132,2,74,1,1
1252,794,56,1,6330.0,132,2,74,1,1
1253,794,56,1,6570.0,132,2,74,1,1
1254,794,56,1,8220.0,132,2,74,1,1
1255,794,56,1,7200.0,132,2,74,1,1
1256,794,56,1,6510.0,132,2,74,1,1
1257,794,56,1,6350.0,132,2,74,1,1
1258,794,56,1,7740.0,132,2,74,1,1
1259,794,56,1,13480.0,132,2,74,1,1
1260,791,0,0,0.0,74,1,74,1,1
1261,794,56,1,6640.0,132,2,74,1,1
1262,794,56,1,21780.0,132,2,74,1,1
